6;;1/46656
7;;1/7776
8;;7/15552
9;;7/5832
10;;7/2592
11;;7/1296
12;;19/1944
13;;7/432
14;;43/1728
15;;833/23328
16;;749/15552
17;;119/1944
18;;3431/46656
19;;217/2592
20;;469/5184
21;;361/3888
22;;469/5184
23;;217/2592
24;;3431/46656
25;;119/1944
26;;749/15552
27;;833/23328
28;;43/1728
29;;7/432
30;;19/1944
31;;7/1296
32;;7/2592
33;;7/5832
34;;7/15552
35;;1/7776
36;;1/46656
